No. Urut,Ref,Tgl Ref,No. Ref,No. Dok Ref,Kode Cust,Nama Cust,Alamat Cust,Kode Panel,Nama Panel,Kode Sales,Nama Sales,Keterangan,Pajak,Kategori Pjk,Kode Barang,Nama Jns Brg,Ket Ref,Qty,Sat,Qty Std,Sat Std,Harga (+),Harga Sbl (+),Harga Unit(Mu),Total(MU),Disc. 1 (%),Disc. 1 (MU),Disc. 2 (%),Disc. 2 (MU),Disc. 3 (%),Disc. 3 (MU),Disc. 4 (MU),Disc. 5 (%),Disc. 5 (MU),Disc. 6 (MU),Subtot Disc(Mu),Subtot(Mu),Hrg Unit Riil(Mu),Total Riil(Mu),Subtot Disc Riil(Mu),Subtot Riil(Mu),Disc Akh(Mu),Subtot Net(Mu),Pjk(Mu),Subtot Net Pjk(Mu),Kode Kota,Nama Kota
110.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100000885NEW,,D,12.00,PCS,12.00,PCS,0.00,"5,750.00","5,750.00","69,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"69,000.00","5,180.18","62,162.16",0.00,"62,162.16",0.00,"62,162.16","6,837.84","69,000.00",AMBON,AMBON
111.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100000868NEW,,D,2.00,RTG,20.00,PCS,0.00,"22,000.00","22,000.00","44,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"44,000.00","19,819.82","39,639.64",0.00,"39,639.64",0.00,"39,639.64","4,360.36","44,000.00",AMBON,AMBON
112.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100000871,,D,2.00,RTG,2.00,RTG,0.00,"22,000.00","22,000.00","44,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"44,000.00","19,819.82","39,639.64",0.00,"39,639.64",0.00,"39,639.64","4,360.36","44,000.00",AMBON,AMBON
113.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100000878,,D,2.00,RTG,2.00,RTG,0.00,"22,000.00","22,000.00","44,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"44,000.00","19,819.82","39,639.64",0.00,"39,639.64",0.00,"39,639.64","4,360.36","44,000.00",AMBON,AMBON
114.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100001374,,D,1.00,RCG,10.00,PCS,0.00,"17,208.30","17,208.30","17,208.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,208.30","15,502.97","15,502.97",0.00,"15,502.97",0.00,"15,502.97","1,705.33","17,208.30",AMBON,AMBON
115.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100000909,,D,2.00,CRT,32.00,PCS,0.00,"132,000.00","132,000.00","264,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"264,000.00","118,918.92","237,837.84",0.00,"237,837.84",0.00,"237,837.84","26,162.16","264,000.00",AMBON,AMBON
116.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100000920,,D,2.00,CRT,32.00,PCS,0.00,"132,000.00","132,000.00","264,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"264,000.00","118,918.92","237,837.84",0.00,"237,837.84",0.00,"237,837.84","26,162.16","264,000.00",AMBON,AMBON
117.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100001284,,D,2.00,CRT,48.00,PCS,0.00,"111,600.00","111,600.00","223,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"223,200.00","100,540.54","201,081.08",0.00,"201,081.08",0.00,"201,081.08","22,118.92","223,200.00",AMBON,AMBON
118.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100001206,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",AMBON,AMBON
119.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",AMBON,AMBON
120.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100001278,,D,2.00,CRT,48.00,PCS,0.00,"127,800.00","127,800.00","255,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"255,600.00","115,135.14","230,270.27",0.00,"230,270.27",0.00,"230,270.27","25,329.73","255,600.00",AMBON,AMBON
121.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,41000001424,,D,2.00,BALL,24.00,PAK,0.00,"90,000.00","90,000.00","180,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"180,000.00","81,081.08","162,162.16",0.00,"162,162.16",0.00,"162,162.16","17,837.84","180,000.00",AMBON,AMBON
122.,FJ,14/05/2025,2505-MX0302,2505-MX0302,CUST0133,CV. DEDES,KEBUN CENGKEH,,,SL12,FENDRY,,PPN,Include,4100001425,,D,2.00,BAL,24.00,PAK,0.00,"100,000.08","100,000.08","200,000.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"200,000.16","90,090.16","180,180.32",0.00,"180,180.32",0.00,"180,180.32","19,819.83","200,000.15",AMBON,AMBON
153.,FJ,14/05/2025,2505-MX0300,2505-MX0300,KEN--0002,TOKO TR,WAYARI -  DEKAT GEREJA GIDEON,,,SL12,Erwin Taneo,,PPN,Include,4100001374,,D,2.00,RCG,20.00,PCS,0.00,"17,208.30","17,208.30","34,416.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"34,416.60","15,502.97","31,005.95",0.00,"31,005.95",0.00,"31,005.95","3,410.65","34,416.60",AMBON,AMBON
154.,FJ,14/05/2025,2505-MX0300,2505-MX0300,KEN--0002,TOKO TR,WAYARI -  DEKAT GEREJA GIDEON,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
155.,FJ,14/05/2025,2505-MX0299,2505-MX0299,KV00118,AISYAH TULEHU (KONTAN),SPG PENGINAPAN TULEHU,,,SL12,Erwin Taneo,,PPN,Include,41000001424,,D,1.00,BALL,12.00,PAK,0.00,"90,000.00","90,000.00","90,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"90,000.00","81,081.08","81,081.08",0.00,"81,081.08",0.00,"81,081.08","8,918.92","90,000.00",AMBON,AMBON
156.,FJ,14/05/2025,2505-MX0299,2505-MX0299,KV00118,AISYAH TULEHU (KONTAN),SPG PENGINAPAN TULEHU,,,SL12,Erwin Taneo,,PPN,Include,4100001425,,D,1.00,BAL,12.00,PAK,0.00,"100,000.08","100,000.08","100,000.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"100,000.08","90,090.16","90,090.16",0.00,"90,090.16",0.00,"90,090.16","9,909.92","100,000.08",AMBON,AMBON
160.,FJ,14/05/2025,2505-MX0314,2505-MX0314,KV00185,CV PLANET,JL. DIPONEGORO NO 21,,,SL12,FENDRY,,PPN,Include,4100000446,,D,5.00,CRT,120.00,PCS,0.00,"138,000.00","138,000.00","690,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"690,000.00","124,324.32","621,621.62",0.00,"621,621.62",0.00,"621,621.62","68,378.38","690,000.00",AMBON,AMBON
163.,FJ,14/05/2025,2505-MX0316,2505-MX0316,KV00317,"GADIEL,KIOS",SULI,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
199.,FJ,14/05/2025,2505-MX0301,2505-MX0301,SMP--0002,MEDINA,"KAMPUNG TENGAH, TULEHU",,,SL12,Erwin Taneo,,PPN,Include,41000001424,,D,1.00,BALL,12.00,PAK,0.00,"90,000.00","90,000.00","90,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"90,000.00","81,081.08","81,081.08",0.00,"81,081.08",0.00,"81,081.08","8,918.92","90,000.00",AMBON,AMBON
200.,FJ,14/05/2025,2505-MX0301,2505-MX0301,SMP--0002,MEDINA,"KAMPUNG TENGAH, TULEHU",,,SL12,Erwin Taneo,,PPN,Include,4100001425,,D,1.00,BAL,12.00,PAK,0.00,"100,000.08","100,000.08","100,000.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"100,000.08","90,090.16","90,090.16",0.00,"90,090.16",0.00,"90,090.16","9,909.92","100,000.08",AMBON,AMBON
95.,FJ,15/05/2025,2505-MX0336,2505-MX0336,CUST0066,SANDY,PASSO,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",AMBON,AMBON
96.,FJ,15/05/2025,2505-MX0337,2505-MX0337,CUST0109,BINTANG FAJAR,TULEHU,,,SL12,Erwin Taneo,,PPN,Include,4100000868NEW,,D,4.00,RTG,40.00,PCS,0.00,"22,000.00","22,000.00","88,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"88,000.00","19,819.82","79,279.28",0.00,"79,279.28",0.00,"79,279.28","8,720.72","88,000.00",MALUKU TENGAH,MALUKU TENGAH
97.,FJ,15/05/2025,2505-MX0337,2505-MX0337,CUST0109,BINTANG FAJAR,TULEHU,,,SL12,Erwin Taneo,,PPN,Include,4100000875,,D,4.00,RTG,40.00,PCS,0.00,"22,000.00","22,000.00","88,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"88,000.00","19,819.82","79,279.28",0.00,"79,279.28",0.00,"79,279.28","8,720.72","88,000.00",MALUKU TENGAH,MALUKU TENGAH
137.,FJ,15/05/2025,2505-MX0338,2505-MX0338,CUST1327,MAMA KIA/SMPG SURYA MAMO*,TULEHU,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,3.00,CRT,180.00,PCS,0.00,"102,300.00","102,300.00","306,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"306,900.00","92,162.16","276,486.49",0.00,"276,486.49",0.00,"276,486.49","30,413.51","306,900.00",AMBON,AMBON
138.,FJ,15/05/2025,2505-MX0338,2505-MX0338,CUST1327,MAMA KIA/SMPG SURYA MAMO*,TULEHU,,,SL12,Erwin Taneo,,PPN,Include,4100000871,,D,1.00,CRT,12.00,RTG,0.00,"264,000.00","264,000.00","264,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"264,000.00","237,837.84","237,837.84",0.00,"237,837.84",0.00,"237,837.84","26,162.16","264,000.00",AMBON,AMBON
139.,FJ,15/05/2025,2505-MX0338,2505-MX0338,CUST1327,MAMA KIA/SMPG SURYA MAMO*,TULEHU,,,SL12,Erwin Taneo,,PPN,Include,4100000964.GT,,D,1.00,CRT,240.00,PCS,0.00,"214,512.00","214,512.00","214,512.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"214,512.00","193,254.05","193,254.05",0.00,"193,254.05",0.00,"193,254.05","21,257.95","214,512.00",AMBON,AMBON
146.,FJ,15/05/2025,2505-MX0349,2505-MX0349,DAMAI-SEJAHTERA,CV. DAMAI SEJAHTERA,JL WOLTER MONGIN SIDI,,,SL12,Erwin Taneo,Alfa,PPN,Include,4100000450,,D,1.00,CRT,12.00,PCS,0.00,"276,000.00","276,000.00","276,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"276,000.00","248,648.65","248,648.65",0.00,"248,648.65",0.00,"248,648.65","27,351.35","276,000.00",AMBON,AMBON
147.,FJ,15/05/2025,2505-MX0349,2505-MX0349,DAMAI-SEJAHTERA,CV. DAMAI SEJAHTERA,JL WOLTER MONGIN SIDI,,,SL12,Erwin Taneo,Alfa,PPN,Include,4100000446,,D,2.00,CRT,48.00,PCS,0.00,"138,000.00","138,000.00","276,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"276,000.00","124,324.32","248,648.65",0.00,"248,648.65",0.00,"248,648.65","27,351.35","276,000.00",AMBON,AMBON
148.,FJ,15/05/2025,2505-MX0349,2505-MX0349,DAMAI-SEJAHTERA,CV. DAMAI SEJAHTERA,JL WOLTER MONGIN SIDI,,,SL12,Erwin Taneo,Alfa,PPN,Include,4100001220,,D,1.00,CRT,120.00,PCS,0.00,"234,000.00","234,000.00","234,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"234,000.00","210,810.81","210,810.81",0.00,"210,810.81",0.00,"210,810.81","23,189.19","234,000.00",AMBON,AMBON
149.,FJ,15/05/2025,2505-MX0349,2505-MX0349,DAMAI-SEJAHTERA,CV. DAMAI SEJAHTERA,JL WOLTER MONGIN SIDI,,,SL12,Erwin Taneo,Alfa,PPN,Include,4100000447,,D,1.00,CRT,24.00,PCS,0.00,"138,000.00","138,000.00","138,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"138,000.00","124,324.32","124,324.32",0.00,"124,324.32",0.00,"124,324.32","13,675.68","138,000.00",AMBON,AMBON
150.,FJ,15/05/2025,2505-MX0349,2505-MX0349,DAMAI-SEJAHTERA,CV. DAMAI SEJAHTERA,JL WOLTER MONGIN SIDI,,,SL12,Erwin Taneo,Alfa,PPN,Include,4100001374,,D,2.00,RCG,20.00,PCS,0.00,"17,208.30","17,208.30","34,416.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"34,416.60","15,502.97","31,005.95",0.00,"31,005.95",0.00,"31,005.95","3,410.65","34,416.60",AMBON,AMBON
152.,FJ,15/05/2025,2505-MX0333,2505-MX0333,FJ0001,FAJIR,PASAR RUMAH TIGA,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",AMBON,AMBON
